1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003:Q1,831323,259633,196839,45979,1951,193975,29627,101563,1757,966224,429970,326943,80589,116942,11780,-134901,75682,-1952,-1680,-55587,-2188,102785,2651,-107624,12919,-140,-25832,-2598,-3,-62,-431,-82,-110,-179,-3,-57,-4421,-2490,2639,-4570,2731,352,835,13308,32837,-3657,120543,0,0,141,138684,112264,-395,26815,-21253,0,-21253,19,30266,-27314,-53399,17550,125174
2003:Q2,850763,250865,199668,47322,2690,207287,29829,111700,1402,997795,442028,332088,90624,118770,14285,-147032,76343,-65,-70,-70554,-265975,116402,2519,-384895,-407,137,20881,9992,163,1201,-1775,1573,-224,-516,-32,-2576,-8369,1421,-965,-8825,-850,394,300,1740,-21629,-2592,384488,0,0,401,117761,62784,129,54848,4711,0,4711,420,25191,236004,195421,8206,393101
2003:Q3,806409,228822,203803,52375,2080,184166,29529,104560,1075,976033,427706,334812,82182,119853,11480,-169624,77132,-509,-485,-91497,-31213,127209,2633,-161055,47862,507,12098,-14615,192,1313,31301,276,12012,14291,318,4404,10682,2711,1147,6824,-850,284,300,-1103,7759,-5,208917,0,0,23,90780,81936,14,8830,35222,0,35222,137,25683,57072,-60285,27576,188631
2003:Q4,877835,264220,205307,64104,2522,197780,29595,113421,887,1005689,446676,337511,89971,120019,11512,-127854,77975,523,-2301,-48101,-72989,117825,2777,-193591,87216,-2278,9893,1492,426,4487,50743,4299,17242,22106,326,6770,6680,6930,-945,695,-850,273,300,3173,17068,-4191,280807,0,0,-1,142939,115132,-2157,29964,32398,0,32398,550,19775,85146,24888,68861,262452
2004:Q1,871006,254053,211507,57358,2404,205194,28637,111380,473,1019775,452697,347917,88778,119322,11061,-148770,78972,-1038,-441,-68319,-97239,107053,2796,-207087,60457,-640,-32637,8004,322,2779,19216,1991,6690,8223,282,2030,17795,6927,3037,7831,-850,306,300,9384,33465,3013,267544,0,0,196,190461,149007,266,41188,-27134,0,-27134,-12,16009,88024,28920,46896,253983
2004:Q2,903597,249622,214638,71766,2262,218814,29214,116998,283,1040234,463307,354660,92717,118635,10915,-136638,80295,-63,-2252,-54028,32684,122594,2701,-92611,-7506,-1198,18900,-5159,-52,-4691,7718,-7527,7011,5025,259,2950,-1708,-4920,-675,3887,-850,477,300,4068,-18887,-6424,85105,0,0,289,96485,33935,-911,63461,15774,0,15774,472,12904,-40819,-86712,-20595,72016
2004:Q3,874433,256107,218381,65249,2124,195868,30040,106769,-104,1022560,455985,353252,81846,120132,11345,-148127,81859,115,2463,-68846,-50523,132862,2688,-186073,101998,-490,-13215,5614,675,9329,61996,10066,18342,25855,454,7279,10741,12770,2412,-4441,-850,819,300,1109,7621,18348,288071,0,0,174,119369,85470,-38,33937,13043,0,13043,54,11017,144414,-18323,86407,272480
2004:Q4,957430,288962,223573,79539,3319,213757,31598,116978,-296,1067188,479929,359671,91953,122569,13066,-109759,83592,15,-1096,-25086,-74034,123695,2528,-200257,-101432,-788,-8371,3676,-375,-10933,-65543,-15239,-13758,-28020,-299,-8227,-9499,-9753,-1066,1320,-850,250,300,4396,12993,-26689,98825,0,0,30,141195,97682,78,43435,35994,0,35994,572,5429,-84396,48948,-89980,110277
2005:Q1,971559,290747,228423,87549,2718,214481,31815,116394,-568,1081052,479444,368684,93020,125722,14182,-109493,84796,-29,2585,-27253,-76144,112816,2351,-191311,85017,-5399,5888,-1509,141,-851,16150,-2659,7564,7471,246,3528,15156,1168,3351,10637,-850,324,300,4445,47661,3561,276328,0,0,199,196260,142756,-185,53689,10620,0,10620,1,18414,50834,48891,58798,250109
2005:Q2,1008215,292869,233984,93507,2490,231659,33342,121091,-727,1108777,491357,376587,95871,129788,15174,-100561,86275,733,-1462,-13558,72367,129741,2209,-59584,85076,725,11935,-1380,529,5959,39353,5570,11220,15853,462,6248,35779,9196,-489,27072,-850,330,300,9169,-25323,8550,144660,0,0,270,-23499,-70618,-346,47465,37030,0,37030,418,17920,112521,-85925,45550,105134
2005:Q3,991528,303144,238565,91002,3280,210951,34686,110975,-1075,1096854,486396,376281,86827,131854,15496,-105325,87941,-500,14478,-31363,45522,140537,1427,-96442,174668,-4803,-6626,7026,846,11122,108070,11552,34582,47205,853,13878,37051,16478,2779,17794,-850,262,300,7480,404,14386,271110,0,0,229,78930,52733,-94,26291,34406,0,34406,70,17967,139508,-76884,120452,216894
2005:Q4,1050030,325696,241466,102375,3217,220920,36709,120726,-1079,1132091,504830,380947,96103,134154,16057,-82061,89410,-181,6432,1098,-37622,130191,2229,-170042,54660,-4940,10013,7555,-475,-476,12004,-2497,5991,6201,277,2032,11104,2702,-1893,10295,-850,222,300,5567,15876,-1240,224702,0,0,81,135111,98261,199,36651,42731,0,42731,647,11282,34850,38720,37910,207952
2006:Q1,1069466,335904,245105,95031,2661,234902,38710,117798,-644,1149605,514072,394460,91338,135802,13933,-80139,90582,-484,-2455,13382,-69411,121687,2277,-193374,-48462,-574,-29943,3603,220,-7777,-31009,-11048,-3736,-13846,-81,-2298,-5296,-6906,3035,-1425,-850,1289,300,-398,39316,-17344,144912,0,0,144,159842,154526,-253,5569,-12218,0,-12218,76,11924,-14856,82792,-43989,149385
2006:Q2,1091793,330408,247556,104187,2748,244820,40828,122421,-1175,1172278,522333,401014,97206,138838,12887,-80485,92325,-39,-1887,13766,163802,140762,2312,20728,86629,482,37107,1656,437,3871,51603,2575,18029,22101,583,8315,15869,8826,-489,7532,-850,132,300,6095,-41363,11290,65901,0,0,189,-47191,-86079,57,38831,16024,0,16024,555,15960,80364,-150036,60609,39881
2006:Q3,1063432,329059,251557,109525,2952,215558,42122,114399,-1740,1154232,507560,403301,89289,141610,12472,-90800,93798,-463,-2423,5884,16230,149117,2218,-135104,54112,-1112,3814,11809,618,5032,29039,3748,10059,12073,415,2744,7116,9665,853,-3402,-850,308,300,667,-7272,4643,189216,0,0,250,65384,46374,-254,19264,12323,0,12323,137,9278,101844,-10347,46673,181777
2006:Q4,1128487,361591,252822,116458,5361,231855,43357,119389,-2345,1184963,528988,406658,92521,144619,12177,-56476,95620,-338,-2285,41767,-10624,139328,-9832,-140119,112995,-1518,-11021,8917,811,5368,78049,3937,20511,44904,643,8054,28265,10058,-1794,20001,-850,210,300,-9003,12102,1365,253114,0,0,-1,92182,39682,124,52376,49437,0,49437,734,3339,107423,52390,72903,213022
2007:Q1,1143253,373699,256089,96738,3036,246035,46795,123905,-3044,1218700,537159,423013,99074,147079,12375,-75447,97740,130,2346,19817,-81756,129178,2768,-213702,134649,-58,-29327,4772,870,6729,62858,5243,21914,25860,788,9053,40538,12305,3512,24721,-850,280,300,3283,33946,11307,348351,0,0,102,185686,126153,-329,59862,11289,0,11289,361,18582,132331,101573,87435,301137
2007:Q2,1158658,365010,257878,105850,3424,254668,46925,127950,-3047,1243144,552357,425529,100610,150103,14545,-84487,99274,-17,-429,15233,158281,150147,2208,5926,-58389,-144,14182,1331,996,-6969,-24412,-9991,-3389,-9244,50,-1838,13913,-5600,-323,19836,-850,1153,300,5086,-45124,-17851,-64315,0,0,-331,-78953,-129219,-24,50290,8578,0,8578,567,23314,-17490,-143047,-74916,-80842
2007:Q3,1111984,362865,259487,98429,3249,224073,47176,119701,-2996,1225322,540721,426601,92453,151568,13979,-113339,100831,-339,-142,-12027,17841,161677,3374,-147210,129678,-46,49744,12269,2119,6295,44631,4477,13373,17888,720,8173,8327,11313,3146,-6132,-850,78,300,3760,-7334,10385,276888,0,0,-351,124485,108565,-203,16123,13748,0,13748,-16,16049,122973,-29868,120542,267752
2007:Q4,1154793,390914,263376,85102,4182,241351,45642,128012,-3785,1271546,568294,435480,102820,151266,13686,-116753,102462,-209,-2123,-11959,-95073,151022,2192,-248287,-25175,-126,-9410,19115,1959,-1260,-18064,-3792,-6030,-9144,942,-40,-2761,1610,657,-5028,-850,70,300,-3097,-16908,5857,223112,0,0,-101,139376,90629,186,48561,41685,0,41685,653,8156,33343,83113,-16942,231345
2008:Q1,1145923,390962,261042,66979,3674,253398,46096,127876,-4103,1284796,575316,446932,101235,148327,12985,-138873,104242,-652,-574,-33404,-144421,137719,769,-282908,-18497,95,-16490,2082,2572,-3446,-33077,-6088,-12664,-15376,307,744,-2765,-1017,5442,-7190,-850,88,300,-936,22653,11277,264411,0,0,-227,221787,197967,319,23501,-13038,0,-13038,-87,28720,27256,111016,650,283558
2008:Q2,1154623,379396,263251,72032,3625,262190,45584,132802,-4256,1388396,591671,532807,105179,145823,12915,-233772,105852,-147,-3293,-124480,75242,159325,-2117,-81966,-55866,1123,9500,-6241,411,-3620,12514,-6202,11355,5805,114,1442,-9118,-184,1255,-10189,-850,1052,300,-145,-59403,-1389,26100,0,0,-117,-29158,-35522,63,6301,-6185,0,-6185,488,35480,25592,-199722,-56399,25567
2008:Q3,1092963,362814,265179,70296,3838,231634,40006,123396,-4198,1320479,585144,478881,96314,147139,13000,-227516,107586,-484,534,-119979,-165162,172724,821,-338707,277823,-72,317271,4753,1029,-5616,-21581,-8148,-10763,-11679,597,8412,-11372,-5468,8645,-14549,-850,105,300,-2302,-10416,6574,616530,0,0,-297,532375,536863,-423,-4065,9156,0,9156,-116,10791,64621,45183,302674,641381
2008:Q4,1102634,374330,260268,40088,5800,245966,41113,139240,-4169,1349471,601308,476175,107316,151014,13657,-246837,109338,-619,-3598,-133282,-307724,159827,-6589,-460962,207287,3070,11212,17252,3280,-8251,-63832,-10624,-41296,-2706,-145,-9061,-7458,-5788,4152,-5822,255490,61,300,-8150,-11620,15934,668249,0,0,-191,578515,564058,248,14209,49831,0,49831,693,-14652,54053,174442,259402,720364
2009:Q1,1027177,304234,253555,39269,3387,244521,39574,146597,-3960,1379355,592088,505934,114779,152715,13839,-352178,110159,138,-2015,-240143,-338578,143312,-3733,-478156,52780,873,-103095,13272,-651,-7064,26487,-9221,163,40422,-599,-4278,11907,-5337,11735,5509,90061,113,300,-5420,26533,-536,530936,0,0,-1,498213,470152,-798,28859,-25854,0,-25854,-58,-7866,66502,98435,62286,540442
2009:Q2,1047387,273729,253890,51140,3437,256316,44294,168114,-3533,1461111,617120,540573,135021,154531,13866,-413724,110389,-678,735,-303392,-270517,164241,1966,-436724,204267,3567,73087,-10913,-1489,8165,136461,5569,47130,85757,872,-2867,41144,16822,7372,16950,-32819,1280,300,1952,-19157,2690,640991,0,0,-1,377277,344601,-274,32950,-1406,0,-1406,515,-469,265075,-32875,163201,599925
2009:Q3,1004456,271754,257772,53190,2835,224222,48592,149418,-3327,1429215,596626,535764,123594,156464,16767,-424759,110656,-808,1248,-314543,-296775,175886,2738,-475399,81957,48828,-56855,5925,-1841,2842,47085,218,14042,38184,-289,-5070,45807,9579,28953,7275,12575,57,300,-22975,8185,-7976,557356,47598,3000,-250,418054,396975,928,20151,-3108,0,-3108,35,-1022,93049,-17767,84503,559902
2009:Q4,1077624,302660,261600,53872,3109,244173,54071,161875,-3736,1472433,627597,541453,131665,157844,13874,-394809,111563,41,2125,-285412,-253825,159471,2797,-416093,-11305,-1345,-68180,2891,-1154,191,34235,-27384,19253,38528,674,3164,58070,7257,49437,1376,-72622,1313,300,440,12213,22343,404788,0,0,-100,323995,263906,293,59796,61233,0,61233,606,-6972,26026,-31587,-29177,386916
2010:Q1,1080173,295969,260717,64323,3058,243507,51813,164879,-4094,1493887,615628,571282,135189,158089,13699,-413714,112577,-730,3629,-304037,-364622,142200,2866,-509688,111050,681,21089,6135,-304,1355,40567,23599,13405,881,506,2176,20564,7222,15108,-1766,-2210,1760,300,4682,42630,-26198,620738,0,0,0,508675,482308,86,26281,-20113,0,-20113,-95,17406,114865,60585,101592,611280
2010:Q2,1108278,295341,265084,67253,3401,261475,51841,168462,-4579,1525749,639259,572893,138525,161199,13873,-417471,113812,-275,6054,-309438,-239674,163638,2586,-405898,-26596,124,72007,-17014,400,-5518,-74695,-7566,-22786,-36475,-269,-7599,7319,-3251,17037,-6467,17836,2588,300,525,-35757,5289,379302,0,0,-1,341299,344431,269,-3401,3944,0,3944,177,13673,20210,-69764,1038,406936
2010:Q3,1089923,303290,267871,68290,3155,231717,56167,164281,-4848,1501138,615082,574049,134481,163526,14000,-411215,114769,-922,3320,-298844,-274276,176735,2698,-453709,114951,1030,19798,3461,1290,3817,21827,626,13916,4654,312,2319,59688,10425,59187,-9924,4069,932,300,3111,-1961,-2411,568660,0,0,-275,405501,397724,121,7656,9308,0,9308,165,7615,146346,-24568,111146,564855
2010:Q4,1159540,343019,269402,65614,4248,251972,56961,173351,-5027,1544454,641079,579674,143819,165645,14237,-384914,115996,-799,1665,-269784,-217809,161932,2904,-382644,182223,-256,42189,7003,1435,2496,56266,-704,32969,10877,1394,11730,51633,9834,39802,1997,966,581,300,3929,20054,-4373,564867,0,0,0,422852,365510,190,57152,64399,0,64399,615,8675,68326,-51975,147355,529999
2011:Q1,1154610,356789,272408,73795,3388,229970,56833,166275,-4848,1524301,620370,584641,136248,168322,14720,-369692,117424,-732,2999,-254535,-338072,143434,2866,-484371,-138228,4065,-224632,2986,-252,-3605,-20622,-5865,1940,-15821,101,-977,43275,-1178,50139,-5686,14477,38,300,4750,52106,-11114,346143,0,0,0,248694,268153,298,-19757,-21238,0,-21238,70,12128,106489,83537,-130386,353985
2011:Q2,1162471,352719,275911,66205,3376,242445,53738,172613,-4536,1556171,644597,581571,142885,172142,14976,-393701,118745,-487,6024,-280493,-176562,161015,2716,-340293,-84917,6200,23763,-4353,2,-5199,-83676,-7045,-14916,-55227,-704,-5784,5765,-2236,16648,-8647,11546,1581,300,4787,-38898,-6735,255376,0,0,0,170753,204325,39,-33611,-90162,0,-90162,432,18789,155564,-103931,-57372,282921
2011:Q3,1120177,363105,276591,60124,4100,220499,50887,149246,-4374,1505489,617530,579020,119170,174727,15042,-385312,120043,-1404,3714,-267579,-284636,173332,2446,-460413,-99380,3996,-78982,5685,-136,-2001,-89331,-1593,-29806,-53033,-683,-4216,40960,-833,42220,-427,-608,469,300,1282,2152,16834,361033,0,0,0,287561,293201,484,-6124,102112,0,102112,289,7125,-36054,17057,-58429,401984
2011:Q4,1163522,381078,278815,72214,4202,228146,49321,153830,-4084,1525998,628814,581955,123943,176015,15271,-362476,120943,-674,2371,-243230,-265873,158838,2542,-427253,119685,1966,39218,13461,781,5712,6963,1894,24004,-25647,439,6273,30669,11353,21968,-2652,11474,137,300,-529,8904,630,546938,0,0,0,338099,317744,286,20069,70227,0,70227,472,9329,128811,22643,97061,524314
2012:Q1,1186444,376286,282231,76283,3849,242761,58143,150487,-3597,1521310,628374,580343,121695,176299,14599,-334867,122150,-860,1997,-213853,-341832,140968,2430,-485230,-7293,1160,-50660,5548,-1386,-1348,-39645,-3649,10319,-41814,-320,-4181,50867,-1334,36633,15568,-5790,-228,300,3551,46312,-15974,477937,0,0,0,402412,400607,-835,2640,-14184,0,-14184,106,15645,73958,127979,-21745,463485
2012:Q2,1193824,361239,283013,89348,4023,249370,55519,154758,-3446,1537935,634571,585149,127364,176336,14515,-344111,123145,-523,1810,-222253,-112072,158702,2420,-273194,12319,3250,45226,-6295,-1036,-1030,-36826,-3340,-8107,-21068,-330,-3981,36668,-925,27100,10493,-5369,1703,300,1019,-29410,4119,285513,0,0,0,199583,183856,35,15692,20741,0,20741,360,14005,50824,-110180,11384,284578
2012:Q3,1148575,364895,283456,79992,4112,220909,54149,144364,-3301,1513373,619495,584766,118993,176043,14076,-364798,123962,-729,1230,-241337,-106932,169121,2375,-278428,79362,774,-10814,12827,-253,4250,27045,504,20841,4778,146,776,45076,7480,43714,-6118,-3320,-1454,300,5365,-2214,1780,357790,0,0,0,228108,232608,-74,-4426,16935,0,16935,-55,5332,107470,-134405,61920,340348
2012:Q4,1225232,407094,287413,79743,4717,242119,52610,154837,-3301,1538935,632999,590278,125741,175069,14848,-313703,124362,-498,6749,-195592,-251251,152241,1743,-405235,-37500,-928,13892,7062,465,-2746,-26412,-4514,90,-18149,-325,-3514,-33679,-5176,20041,-48544,-2100,-1271,300,-1730,13594,-3947,367735,0,0,0,303360,304788,485,-1913,23427,0,23427,-124,16064,25008,55659,-25326,379909
2013:Q1,1262866,396042,293357,85244,4282,280022,55026,151959,-3066,1535578,630748,596941,121005,172036,14847,-272712,124814,-494,-357,-147047,-214144,134501,2155,-350800,133630,834,-16247,5002,-878,5141,51839,954,27210,14577,536,8562,50862,10080,42988,-2206,-2140,-1482,300,-671,42797,-1727,484430,0,0,0,352885,345185,-253,7953,3291,0,3291,41,5346,122867,67097,110265,461065
2013:Q2,1358737,409403,294379,89618,4279,291654,113534,159323,-3453,1557287,642347,599573,129271,171069,15026,-198550,125743,-257,-1362,-71188,140129,151965,1847,-13682,47923,-248,52658,-1022,-241,-862,22082,-3172,16488,1466,467,6833,12761,-2091,15334,-482,-1544,1616,300,5724,-40799,-2502,61605,0,0,0,-22928,-4963,336,-18301,-86983,0,-86983,183,19006,152327,-211317,33864,47546
2013:Q3,1282306,418027,298176,89084,4633,259794,63866,152315,-3589,1535259,623443,602586,123163,171075,14991,-252953,126634,-754,-2541,-123025,-116009,165026,1666,-282701,-13614,-1042,-42734,7913,391,775,4784,-2072,11228,-5457,250,835,11203,1252,39504,-29553,-3426,60,300,3759,10308,-5906,269087,0,0,-350,170512,195423,136,-25047,-41495,0,-41495,-124,15726,124818,-7016,5555,288256
2013:Q4,1375790,454063,299911,88147,4933,277969,90430,163871,-3534,1551521,634205,605673,124427,172360,14855,-175731,127820,-409,-3099,-44404,41134,150339,2228,-111433,327003,-2802,82765,8091,-83,4754,49759,387,30130,12689,528,6025,169117,8855,15443,144819,-1130,77,300,3883,15467,-3195,438436,0,0,0,256948,270598,-611,-13039,221324,0,221324,130,12871,-52837,-85538,255722,367155
2014:Q1,1382895,453208,303442,94574,5458,294015,72039,162690,-2531,1567496,637294,614403,127461,173664,14675,-184601,128757,-459,-838,-54546,-148242,132562,2240,-283044,96732,-1007,-23291,8169,-1042,1568,-7219,-1686,5608,-9047,-338,-1756,70228,2378,41033,26817,-988,0,300,4927,43652,1435,379776,0,0,0,258126,264317,-484,-5707,-3335,0,-3335,-20,9965,115040,93696,92448,375492
2014:Q2,1398581,428864,308266,107747,4982,303568,64988,182384,-2218,1599357,645612,626122,137553,175452,14619,-200776,129258,-89,-1695,-69734,38553,153733,2151,-117331,-101338,757,-3203,-5988,-883,-1961,-37618,-3781,-7276,-19908,-538,-6115,-17532,-3045,15248,-29735,-1120,1370,300,4135,-29783,-9811,15993,0,0,0,-53260,-50993,32,-2299,-3078,0,-3078,138,10546,61647,-108287,-86355,30976
2014:Q3,1360614,432893,312048,100470,5025,270204,58096,183840,-1963,1598433,636038,635584,136287,175979,14546,-237819,129971,-602,-2241,-105005,-173418,166705,1072,-341195,-157800,-1015,21507,6432,-198,-4538,-43968,-5140,-11004,-22611,-902,-4311,-117919,-7189,41222,-151952,-1909,476,300,-5742,-5390,-5836,183395,0,0,-250,179406,208261,-178,-28677,-21516,0,-21516,306,8347,17102,68413,-96007,245188
2014:Q4,1407061,470713,313956,93207,4922,291015,58879,176132,-1763,1615439,643334,642028,139567,176261,14250,-208379,130349,-781,-1025,-76223,-72393,153331,2498,-228221,138427,-2539,82071,3663,422,4291,19629,-133,12583,2375,312,4492,31083,5980,13228,11875,-1020,212,300,2554,-5290,3051,366648,0,0,0,235639,225082,517,10040,74316,0,74316,346,7851,48496,-3831,114586,342807
2015:Q1,1433008,481657,314263,96175,5494,304215,53255,179009,-1060,1626593,642147,654414,142711,173321,13999,-193585,130765,-475,-1318,-61026,-85954,137044,2670,-225668,13309,-4174,-133866,10908,-608,4439,22480,-191,15705,3738,359,2869,50271,7665,41033,1573,-960,2086,300,-1420,57165,6687,238976,0,0,0,149510,125849,-243,23904,-46628,0,-46628,-521,24433,112183,24928,-4318,221349
2015:Q2,1456735,472000,317096,106534,5458,316720,54234,185563,-870,1650777,654717,663848,144895,173205,14111,-194042,131142,-366,-2871,-59663,160720,160400,-27456,27776,122876,-903,158249,-7704,-260,-826,12231,-3015,15194,-5665,129,5588,-4019,-2020,14081,-16080,-704,1,300,3270,-37023,264,95100,0,0,0,72319,63951,519,7849,-78646,0,-78646,231,8991,92205,-220383,125596,97820
2015:Q3,1413240,471058,319668,97734,5819,281420,60798,177302,-558,1642873,644670,667165,142170,174448,14419,-229632,131557,-735,-2180,-95160,-54178,174753,2827,-231758,-79479,-305,-58938,2396,119,-2010,-30576,452,-10115,-18568,-389,-1956,6680,-4911,35184,-23593,-900,10,300,1482,-12144,14407,152279,0,0,-551,133436,142188,-555,-8197,-46581,0,-46581,-145,14203,51917,-40982,-47263,184495
2015:Q4,1515614,516173,322427,84707,5407,307659,73582,206017,-358,1672356,662453,670121,148073,177045,14663,-156742,131609,-826,-3458,-20849,-92401,157235,2927,-252562,246642,-1011,136320,8093,558,6204,63890,-560,37343,16467,448,10192,21867,8632,13118,117,-860,0,300,9956,-639,1964,499204,0,0,0,348894,356154,459,-7719,208242,0,208242,327,8117,-66376,71552,211862,464424
2016:Q1,1455359,483317,322600,85964,6158,309476,58901,188971,-27,1672566,648763,677777,149944,180910,15173,-217208,131660,-395,-2581,-82572,-156624,144810,3010,-304444,63457,-1072,-18605,3586,1475,854,-22184,-2595,-9621,-4707,-46,-5215,47862,2387,40084,5391,-850,1489,300,2490,46496,1615,367901,0,0,0,254909,238106,-115,16918,-2005,0,-2005,-99,28299,86797,74052,65617,370061
2016:Q2,1474864,475519,323801,97148,5894,327830,55288,189982,-597,1698903,668728,681764,149210,183607,15595,-224040,132840,-557,-3791,-86852,84320,164830,-5052,-75458,45397,182,48188,-3082,979,959,-12559,455,-7785,-1794,-296,-3139,28551,1547,11388,15616,-880,211,300,5501,-21700,-1253,120855,0,0,0,6711,-15455,117,22049,22982,0,22982,195,12658,78309,-171171,34802,110260
2016:Q3,1463113,490094,330684,94414,5879,299600,55768,187365,-690,1703515,663783,686541,151912,185531,15749,-240402,133479,-500,-3504,-102919,-68160,176863,2795,-247818,92269,1650,-9080,-5021,1274,4038,44348,1915,21366,15708,542,4817,47460,6637,35517,5306,-870,20,300,7983,-1030,1197,340087,0,0,-550,223875,230318,-193,-6250,28461,0,28461,16,12185,76100,-34760,62938,310756
2016:Q4,1492597,509823,332041,87520,6122,307461,53047,197425,-840,1720408,672101,692133,153919,187025,15231,-227811,134549,-513,-2096,-90653,-42869,163154,3239,-209262,165720,1454,51135,12473,1673,1503,61437,713,33693,16591,829,9611,20633,4604,12640,3389,-860,27,300,5312,11615,-981,374982,0,0,0,258253,258257,96,-100,82348,0,82348,2,19185,15194,-47784,129923,339185
2017:Q1,1529706,517920,333772,75904,6000,333630,61783,201647,-951,1733466,676446,701321,152912,187948,14839,-203760,135591,-352,-2540,-65277,-182937,149385,3243,-335566,-213914,-268,-306558,-5919,-663,2757,22684,1308,10512,7793,202,2869,36572,3421,37742,-4591,-849,835,300,-5416,46801,-4191,121652,0,0,0,30152,42783,-231,-12400,-45171,0,-45171,-285,14709,122247,117660,-221125,114441
2017:Q2,1493019,491764,337755,74859,6196,341824,57002,184715,-1097,1737581,682905,702904,146381,190881,14510,-244561,136748,-593,-2990,-104231,65738,172253,3356,-109871,-2832,125,86174,-4183,-377,62,-9772,29,-3671,-3392,-223,-2515,-5654,-1012,11246,-15888,-980,34,300,4598,-68456,-4703,107039,0,0,0,39574,42789,163,-3378,-84314,0,-84314,-127,17224,134682,-169970,15693,125564
2017:Q3,1466100,496114,343641,72969,6265,304452,54397,189402,-1141,1736098,665633,710987,150755,193245,15478,-269998,138099,-619,5410,-136690,-53386,185670,1792,-240848,5954,-68,-27666,5620,749,1284,11959,609,6208,3869,37,1236,27242,4169,35296,-12223,-860,637,300,5371,-13456,-5159,246802,0,0,-250,175218,190269,-23,-15028,112817,0,112817,162,16585,-57730,-83304,10773,251621
2017:Q4,1528451,543029,348803,61045,6466,324249,52885,193037,-1064,1771770,690730,714022,156400,195570,15048,-243319,139451,-583,-236809,133524,179206,174118,3701,1388,410959,-1524,75432,18995,597,4807,48584,2280,21992,17749,484,6079,34605,7913,12002,14690,-850,0,300,1760,229188,-935,409572,0,0,0,308950,278526,27,30397,61481,0,61481,77,13682,25381,-45682,376149,374762
2018:Q1,1566729,535058,355271,68592,6218,349872,52391,200119,-792,1803696,704132,729447,157503,197938,14676,-236967,141225,-332,-3894,-91516,-183403,160274,3935,-347612,128570,-23,60072,-5374,-1249,-2894,-1512,-1372,397,-3717,55,3125,24920,-4062,36054,-7072,3139,0,300,4133,49977,-2919,476182,0,0,0,442073,460101,267,-18295,3536,0,3536,104,37788,-7319,91887,135744,483356
2018:Q2,1550793,501898,359393,73482,6414,358581,51468,200298,-742,1827446,715361,734933,158921,203672,14559,-276653,143226,-382,-2215,-130831,117518,186290,3912,-72684,83276,3118,38424,-5867,-627,4206,46996,1994,19373,15863,399,9367,13059,7669,9999,-4609,-849,1278,300,9496,-26488,231,155959,0,0,0,36884,39028,-1151,-993,5917,0,5917,-154,12877,100436,-248349,68769,141452
2018:Q3,1528143,502393,366487,72465,6366,319172,55770,206602,-1113,1827567,705534,740214,158031,209330,14458,-299424,144663,-675,-4040,-150047,-107509,201040,4086,-312635,143913,-214,44757,5753,-508,2868,35464,1360,19413,10544,468,3679,31310,5342,32738,-6770,-870,50,300,14414,17076,-6487,456548,0,0,-266,285082,293905,-689,-8134,33505,0,33505,181,36759,101287,-42537,131098,443733
2018:Q4,1580594,534804,375942,70546,6739,339411,55298,199799,-1945,1873799,734706,744151,159609,215706,19627,-293205,146188,-657,-2327,-144033,-214761,183044,2969,-400774,37270,2101,22658,13525,294,-3031,-45790,-1437,-25347,-17070,-390,-1546,5687,-3450,11902,-2765,-850,0,300,5210,9712,27455,438044,0,0,0,326534,338593,118,-12177,86060,0,86060,63,34280,-8893,70728,68197,468971
2019:Q1,1615769,553570,375955,64551,6442,365544,51260,201681,-3235,1899272,730996,768563,162065,220384,17264,-283503,147707,-532,-1178,-134086,-243225,171477,2914,-417617,16438,190,-69983,1756,882,-337,20587,-160,33292,-665,-391,-11489,34003,277,33299,427,-850,0,300,791,42610,-13511,434055,0,0,0,306091,322492,-739,-15662,-42752,0,-42752,509,44523,125684,109139,-12489,405128
2019:Q2,1639802,543229,378701,75836,6637,376138,54298,208637,-3676,1941769,760443,776422,166654,223532,14718,-301968,149080,-186,-2471,-150231,-22244,196528,4044,-222817,-146169,2334,-72824,979,1487,-2109,-15804,-1000,-4258,-5468,-483,-4595,-10353,-6516,8776,-12613,-850,1349,300,6183,-45354,-11507,76647,0,0,0,-22459,-4422,-204,-17833,-85868,0,-85868,-103,18101,166977,-127986,-127582,95234
