1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q4,13105619,24704,179358,151888,798998,7178,126993,57286,30455,10152,26164,2936,92062,45120,46942,141565,791594,2378648,422,106333,2093967,6211909,310921,80453,0,5820535,27304915,14527178,3660606,131477,440228,3088901,3232507,805495,1383914,1043097,422721,1668971,38954,5503419,84024,687525,4731870,12777737,11036339,1741398,2187046,4028812,54.285140157778756,33.669645129895635
2009:Q1,12771773,25736,195373,153930,804807,7469,127408,49862,41105,9702,22318,4421,91539,47850,43689,161709,678830,2167294,460,108583,2101539,6147096,309569,76946,0,5760581,25911243,14450022,3740265,106921,447655,3185689,3087010,744194,1308772,1034044,405316,1581848,40221,5595362,81872,802432,4711058,11461221,9942848,1518373,2102136,3781956,55.58329780533193,31.636154563135083
2009:Q2,13310904,26241,211210,149233,780168,7904,138700,55949,41890,13963,22025,4873,89683,46278,43405,172496,758642,2630397,444,129437,2121900,6094449,308920,72341,0,5713187,27316196,14245853,3795197,86180,458473,3250544,2984312,679157,1283508,1021648,403465,1560598,34647,5467634,79721,665291,4722622,13070343,11329521,1740822,2201535,3644090,60.41385630598973,30.22113321292762
2009:Q3,13950983,26260,298368,212428,740313,8997,132872,49698,40835,13612,24081,4646,88543,45794,42749,179444,845283,3152658,410,151868,2114745,5998794,308768,70878,0,5619148,29004782,14037240,3813474,72901,466531,3274042,2844636,607064,1251085,986487,413767,1549190,41742,5374431,77570,506611,4790250,14967542,12954523,2013019,2416389,3521982,68.60878622236457,29.00297165945403
2009:Q4,14273520,31528,364004,228801,725069,7852,145413,55987,42964,14321,27101,5040,88287,45067,43220,180383,863153,3285535,444,162039,2064452,6126560,306954,71178,0,5748429,29724588,13973572,3840214,58410,477653,3304151,2651711,567270,1138577,945864,405516,1582043,35700,5458388,75419,465983,4916986,15751016,13630156,2120860,2527859,3382000,74.74450813776205,27.176170639797657
2010:Q1,14436499,38111,412921,210549,637096,8996,146077,57137,42376,17459,24009,5096,89299,44456,44843,158135,892125,3398168,459,168312,2148168,6128083,308805,95877,0,5723401,30445583,14017344,3913001,73617,486787,3352597,2548546,518416,1103731,926399,416207,1619159,49464,5470967,79264,440704,4950999,16428239,14204582,2223657,2514187,3364386,74.72943499235325,26.24392461667395
2010:Q2,14039119,38657,428444,215201,586159,9221,153260,63594,45011,18337,21606,4712,88547,44067,44480,145280,774768,2985529,427,157789,2215741,6240096,313748,94555,0,5831793,28947665,14246844,3957915,81979,497499,3378437,2435417,482788,1071876,880752,414624,1660536,43875,5734477,83110,598883,5052484,14700821,12749554,1951267,2363499,3341054,70.74111087530174,25.599226062674934
2010:Q3,14671517,35791,486063,205539,568165,11547,165273,70683,46889,18963,23695,5043,87852,43673,44179,141027,845055,3464889,502,174166,2221506,6264142,317768,94205,0,5852168,30649300,14310651,4046850,97938,499500,3449412,2395041,475135,1061279,858627,417616,1689181,47060,5714904,86957,506972,5120974,16338649,14138816,2199833,2491599,3370593,73.92167895599346,25.370689223409254
2010:Q4,13205941,63991,489675,235240,555140,22034,216876,123511,48024,16008,23935,5398,88256,43864,44392,151286,917209,3703940,565,185670,2202562,4373497,318558,62334,0,3992605,32236744,14272172,4087293,82928,510900,3493465,2302817,498880,946393,857544,406300,1738907,78398,5658457,90802,437182,5130473,17964572,15541361,2423211,2685835,3345506,80.28186793021952,23.915102744034154
2011:Q1,13532191,74765,453320,208903,535697,23204,212686,129229,41312,13771,23080,5294,86768,43484,43284,150610,973102,3972437,647,189340,2298920,4351792,317845,62820,0,3971128,33458793,14380110,4149810,110460,513517,3525833,2273949,512937,942507,818504,397704,1768658,102670,5687319,91542,381223,5214554,19078683,16533202,2545481,2671017,3437232,77.70836617527797,24.37675995106956
2011:Q2,13607103,79608,537752,198719,523446,23193,218595,125792,48750,16250,22866,4937,91065,47406,43659,158460,975429,4016156,578,186158,2358709,4239235,322688,67292,0,3849255,33517437,14486692,4208534,106911,518238,3583385,2304616,536514,978346,789756,399112,1788065,86907,5699458,92282,394064,5213112,19030745,16484678,2546067,2742900,3496743,78.44156191810694,24.899952640885463
2011:Q3,12832566,58199,535235,182011,508102,22223,188319,106651,40857,13619,22629,4563,90480,46430,44050,149680,840928,3318203,510,161246,2331826,4445604,325277,69457,0,4050870,31171373,14816572,4267548,124685,517022,3625841,2346010,588217,987795,769998,413221,1772949,99887,5916957,93022,601144,5222791,16354801,14157872,2196929,2496263,3573533,69.8542020823869,25.71531004858455
2011:Q4,13006967,52528,582807,195351,515830,22906,207993,123604,42968,14323,22291,4807,91199,46182,45017,159780,940555,3552983,526,165891,2289401,4229217,330775,74968,0,3823474,32963150,15002960,4302755,116307,519594,3666854,2423004,643093,1006059,773852,429192,1762612,91745,5993652,93762,497490,5402400,17960190,15541075,2419115,2683861,3619816,74.14357683068037,26.24921427107097
2012:Q1,13427207,48491,511247,177363,492186,26299,191375,112071,38931,12977,22438,4958,88720,45201,43519,187446,1046924,3904335,632,179519,2339710,4232960,329270,70595,0,3833095,34735428,15089337,4400327,127583,520704,3752040,2372986,645784,991535,735667,414607,1791247,110778,5999392,90682,366427,5542283,19646091,16926227,2719864,2673404,3666927,72.90585029858416,26.056696017121126
2012:Q2,13406732,43135,570772,164188,476564,26202,188316,109188,38547,12849,22720,5012,88170,44586,43584,193689,1006139,3669157,551,172791,2351621,4455437,331252,65117,0,4059069,34432830,15329850,4479796,132081,531637,3816078,2366780,679354,986227,701198,420032,1778882,100024,6184336,87601,421525,5675210,19102980,16453604,2649376,2648107,3676569,72.02658626132477,26.25637772155221
2012:Q3,13767965,49706,600532,169606,480953,20661,191775,111150,39439,13146,22961,5079,88310,44685,43625,196143,1057400,3980065,555,179295,2377737,4375227,332834,68450,0,3973944,35932397,15506885,4593639,136003,530548,3927088,2392952,684910,1026919,681123,427718,1833542,99318,6159716,84521,356944,5718251,20425512,17621362,2804150,2749928,3780692,72.73610988759512,26.448257618494196
2012:Q4,13778880,53621,626691,209082,504912,18273,192241,112132,39437,13146,22915,4611,90170,45944,44226,197789,1040110,4124887,552,179281,2344826,4196445,338536,78887,0,3779022,35918689,15710322,4712425,130329,533082,4049014,2422378,728460,1010834,683084,407218,1830684,93102,6244515,81441,377162,5785912,20208367,17412420,2795947,2824211,3793409,74.45047499248591,26.20426894965442
2013:Q1,14126863,83188,620384,207248,493518,18561,182853,112897,32639,10880,22838,3599,82455,44547,37908,170774,1146896,4354505,624,189348,2443148,4133361,335582,84055,0,3713724,38552477,15873485,4771359,140086,536087,4095186,2410910,705338,1033838,671734,409669,1831548,106315,6343684,80822,387073,5875789,22678992,19601206,3077786,2941996,3817125,77.07361323943977,26.165294795935353
2013:Q2,14094381,98696,570333,191683,499451,16334,180393,103353,37330,12443,21929,5338,86677,48820,37857,186667,1176561,4320402,574,188970,2563791,4013849,335955,89275,0,3588619,39280886,16150316,4847352,147246,540181,4159925,2492786,726923,1076967,688896,411960,1857970,83694,6456554,80205,521440,5854909,23130570,19956772,3173798,2922421,3892800,75.07247628752164,26.581729414864085
2013:Q3,14816893,99460,608338,209659,523947,26188,190288,113827,37376,12459,21411,5215,85966,48172,37794,173327,1234370,4783382,563,198748,2614401,4068256,334792,92135,0,3641329,40896435,16501142,4987148,171169,536526,4279453,2511829,738570,1067852,705407,416167,1923229,80643,6582126,79587,577031,5925508,24395293,21040262,3355031,3090998,3981463,77.6347334259439,26.371473627090154
2013:Q4,15441879,122171,671058,248237,535492,22643,184184,106504,38822,12941,21167,4750,88023,49908,38115,168794,1359761,5111076,596,209809,2616645,4103390,332621,92973,0,3677796,42954562,16675072,5021781,144511,535310,4341960,2580832,781713,1086297,712822,418959,1931206,83191,6639103,78969,591307,5968827,26279490,22576046,3703444,3353355,4026918,83.27348173634496,26.471440275224555
2014:Q1,15560766,108869,617001,191652,521153,23186,194449,116600,38909,12970,21335,4635,88615,51403,37212,221842,1386292,5161578,750,218919,2663828,4162632,334208,100276,0,3728148,43855081,16857520,5129372,180154,534867,4414351,2610871,796713,1116057,698100,412449,1970827,98508,6635493,78253,574307,5982933,26997561,23367900,3629661,3261521,4162259,78.35939371694064,27.039515931511755
2014:Q2,15979476,128031,678093,167071,511125,27703,185745,105470,40664,13555,21363,4693,89672,52066,37606,221702,1460674,5406744,705,232131,2759445,4110635,338671,101307,0,3670657,45301593,17015318,5225785,185778,534513,4505494,2630520,831547,1104232,694741,425788,2016708,84810,6631707,77536,518625,6035546,28286275,24454206,3832069,3390573,4223075,80.28682642649802,27.00451631597221
2014:Q3,15944702,118642,709399,150745,523187,41545,184138,103087,41380,13793,21335,4543,90045,52084,37961,228170,1479025,5178435,698,234548,2763319,4242806,342521,101960,0,3798325,45485338,17354910,5297141,207060,532518,4557563,2678409,841186,1144531,692692,465869,2081998,104861,6726632,76820,551812,6098000,28130428,24257649,3872779,3441229,4379636,78.57339329626421,27.49374537785091
2014:Q4,16060068,112862,790778,160676,557351,50432,213614,131589,41679,13893,21223,5230,92146,54461,37685,218088,1553751,5072306,728,242444,2720773,4274119,342854,108754,0,3822511,47123571,17803831,5372563,182012,535313,4655238,2770057,888929,1168598,712530,465888,2079753,95409,7020161,76104,503426,6440631,29319740,25239902,4079838,3681908,4414701,83.4010718048884,27.503912300444483
2015:Q1,16324424,85895,741945,140012,542656,49903,202557,128850,34613,11538,21602,5954,97056,60455,36601,219992,1549779,5226732,806,250370,2696350,4520371,341491,106771,0,4072109,47803996,18086697,5501386,188286,541287,4771813,2827392,912324,1188761,726308,496996,2033302,110474,7117147,79894,488353,6548900,29717299,25454072,4263227,3563117,4433147,80.37444583922307,27.48747170352527
2015:Q2,16743551,97445,731164,148328,539736,54099,197796,128522,32123,10708,21607,4836,104725,66686,38039,219449,1535465,5270906,772,252566,2781433,4809667,343640,106000,0,4360027,48042184,18609911,5668109,177555,549777,4940777,2890311,951074,1183542,755695,512275,2079893,101473,7357850,83685,524858,6749307,29432273,25147992,4284281,3556599,4493537,79.14921105311353,27.016329811514527
2015:Q3,16578420,93866,803199,154289,550128,61040,204630,135588,31503,10501,21917,5121,111368,73106,38262,189632,1418991,4819115,777,239211,2796095,5136079,346572,109923,0,4679585,46410849,19145255,5787987,201257,551041,5035689,2874255,947943,1155473,770838,505805,2117063,93886,7766260,87475,651500,7027284,27265594,23244502,4021092,3525354,4515622,78.07016796503642,26.60597021406793
2015:Q4,16736677,93857,837876,171575,576361,64591,216373,139396,37425,12475,22267,4810,115178,78086,37092,211134,1499935,4969661,806,248200,2754199,4976931,345159,111317,0,4520455,47867727,19268890,5816909,179017,548785,5089107,2935315,988295,1131250,815770,507867,2104094,74206,7830499,91266,608286,7130947,28598837,24321172,4277665,3708768,4476862,82.84303002518372,26.262604154981712
2016:Q1,16743488,76374,756825,178547,551850,56522,226247,138410,45979,15326,21867,4665,106884,71180,35704,196681,1527627,5009200,898,247352,2766030,5042451,346551,102872,0,4593028,48460552,19378849,5963956,184673,552678,5226605,2976063,1017060,1155564,803439,494452,2083400,79163,7781815,93472,600526,7087817,29081703,24741637,4340066,3621344,4519860,80.12070968481063,26.367921381466775
2016:Q2,17090051,89387,827123,155667,513195,54066,221738,147987,35391,11797,21766,4797,102970,66598,36372,186884,1573044,4972478,932,250271,2895882,5246414,349073,103540,0,4793802,49485497,19716679,6059638,185663,564440,5309535,2931871,1011342,1123501,797028,521616,2159510,61840,7982204,95677,583221,7303306,29768818,25234195,4534623,3684491,4541856,81.1230245391943,25.80774973684903
2016:Q3,17669322,96159,958522,168311,483875,100293,239584,161276,39201,13067,20837,5203,97228,60254,36974,179330,1642010,5272732,875,257706,2914601,5258096,352750,96409,0,4808937,50605517,19935235,6135694,176268,568488,5390938,2948229,1001503,1129371,817355,458170,2240433,64117,8088593,97884,557116,7433592,30670282,25819275,4851007,3946460,4611692,85.57510417749701,25.39807801782826
2016:Q4,17876404,97587,994846,189039,463847,90280,211927,132530,41185,13728,19251,5233,88863,50663,38200,178517,1712941,5268081,902,256039,2953031,5370504,351720,98171,0,4920613,51099193,20249995,6133105,180783,570300,5382022,2904559,975013,1109080,820466,467240,2288325,66113,8390652,100090,581514,7709049,30849198,25843184,5006014,4016506,4619314,86.95026455785123,25.06041591972331
2017:Q1,18293120,87663,936408,181737,463813,81450,212283,135989,38683,12894,18653,6064,91785,55043,36742,191491,1786453,5653532,1030,269675,2944732,5391068,349096,98161,0,4943811,52786133,20179689,6273381,195512,570949,5506920,2938687,958475,1190131,790081,476535,2232614,90006,8168465,104882,505953,7557631,32606444,27247821,5358623,4019482,4666739,86.13043008371271,25.44617058597476
2017:Q2,18652725,102936,975316,172120,469833,54700,226234,145288,42263,14088,18300,6295,92227,55550,36677,168245,1810517,5922158,959,278805,3012292,5366383,354732,102272,0,4909379,53426062,20230092,6360277,194666,580812,5584799,2979787,946473,1248524,784790,472849,2256169,74445,8086565,109673,460273,7516619,33195970,27666296,5529674,4090461,4720277,86.65722109081227,25.585083603601134
2017:Q3,19464253,228192,987538,176229,502353,39821,208127,127454,42195,14065,17661,6752,93007,56429,36578,175683,1859513,6320371,1105,290128,3080486,5501700,372621,99874,0,5029206,54733475,20504417,6443013,206063,575388,5661562,2955233,922709,1270360,762164,470025,2319419,69590,8247137,114464,402061,7730612,34229058,28435282,5793776,4291901,4788141,89.63606523955939,25.527441895315555
2017:Q4,19772141,216550,950449,181313,532543,39551,243351,123727,71295,23765,17247,7317,101511,65268,36243,154811,1949283,6564342,1179,300875,3116388,5419995,365682,110692,0,4943621,56517508,20388967,6501176,206670,588140,5706366,3085422,927749,1364856,792818,471938,2369669,286554,7674208,119256,325772,7229180,36128541,29974314,6154227,4413915,5155497,85.6157006130971,26.070500680710417
2018:Q1,19784497,210858,947579,180031,501908,30983,242474,127799,67136,22379,17335,7825,98725,63531,35194,198216,1915449,6212949,1344,296662,3206257,5741062,367541,115451,0,5258071,56530086,20744641,6602380,242010,585369,5775001,3091083,931201,1358917,800965,462033,2386792,294136,7908217,110618,397445,7400154,35785445,29696334,6089111,4325944,5213056,82.98288610721052,26.122012943536344
2018:Q2,19983969,222249,995444,179454,486451,16497,241594,133908,60598,20199,17834,9055,98201,62775,35426,201287,1961404,6102572,1250,297661,3364394,5815511,371006,113182,0,5331323,58067889,21010296,6611625,240837,588843,5781945,3456801,952370,1664962,839469,418852,2503078,266406,7753534,101979,396755,7254800,37057593,30816380,6241213,4400754,5627653,78.19874138020685,28.38744862655104
2018:Q3,20300181,132993,1145408,188264,473856,13118,239958,141763,52529,17510,18064,10092,99022,63367,35655,197960,2091549,6143491,1202,304271,3523569,5745520,377626,118863,0,5249032,60654938,21352506,6659258,223580,583504,5852174,3486433,941598,1702014,842821,418119,2653107,275221,7860369,93340,338180,7428848,39302432,32584248,6718184,4589417,5795520,79.18904645486865,28.260194439552162
2018:Q4,19719096,106290,1200677,187155,480766,14579,263220,162126,54404,18135,18549,10006,98020,61534,36486,196770,1789868,5214635,1248,269891,3512687,6383290,377098,113152,0,5893040,55540036,21907811,6670453,196467,585495,5888491,3613143,1034697,1709710,868736,408188,2690361,275257,8250409,84701,600966,7564742,33632225,27819017,5813208,4312446,5906492,73.01196202935591,28.59772432757484
2019:Q1,21275625,110718,1105250,204339,490291,12880,281646,168856,62347,20782,20018,9643,97066,61868,35198,103778,2026146,5776189,1339,297314,3670835,7097834,378658,114686,0,6604490,61393466,22861745,6814895,241104,588598,5985193,3704696,1059723,1758548,886425,386441,2709790,301822,8944100,83557,452876,8407668,38531721,31943823,6587898,4528584,6070987,74.59386641092676,29.082641886716683
2019:Q2,22172244,128879,1225283,211944,513557,12132,285118,178111,56379,18793,21424,10411,99077,63862,35215,103163,2105393,5935894,1322,307158,3856003,7387321,383762,112650,0,6890908,62893984,23304806,6901913,236578,592471,6072864,3748314,1069772,1782377,896165,381994,2791484,260276,9220825,82414,431678,8706733,39589178,32735663,6853515,4789464,6140487,77.99811036876007,29.00151467097587
2019:Q3,22814312,114639,1457661,192091,554776,11012,316040,207804,56134,18711,22804,10587,101043,65808,35235,58830,2132960,5824222,1258,308822,3960589,7780369,386031,112132,0,7282206,63720572,23889474,6992505,216317,593939,6182249,3815911,1055078,1810025,950808,384749,2881917,270274,9544118,81269,466617,8996232,39831098,32916877,6914221,5088001,6233611,81.62204848636165,28.50945070553596
2019:Q4,24049913,130983,1341232,201454,589092,13384,337625,217568,63629,21210,24226,10992,103274,67448,35826,72078,2317738,6214598,1324,326381,4053223,8347527,392120,112515,0,7842892,67101882,24383669,6987189,194530,601495,6191164,3880017,1059172,1837757,983088,392335,2920483,267738,9935906,80125,413854,9441928,42718213,35220455,7497758,5257889,6279680,83.72860811673569,28.4475999915944
2020:Q1,22585308,109832,1649231,293826,705607,26913,376859,222463,91502,30501,21757,10636,104945,70224,34721,36791,1832349,4747961,1389,276629,3916900,8506076,394891,111272,0,7999913,59073752,24952395,7232678,243129,604791,6384758,4434153,1524705,1924149,985299,379227,2754846,291816,9859676,79440,748471,9031764,34121357,28120406,6000951,5271246,6738645,78.22412361217769,31.64512359412935
2020:Q2,23526121,141387,1947062,318606,756437,31246,390021,209581,111208,37069,20102,12061,107349,72424,34925,57629,2165023,5617274,1304,321158,3664252,8007373,402448,107775,103420,7393730,66521878,24663673,7635974,166104,606460,6863410,4484638,1542909,1958107,983622,363666,2567466,318697,9293232,78755,449808,8764669,41858205,34665405,7192800,6070940,6553283,92.63966925236048,30.255240255479233
2020:Q3,24155553,153262,1922582,313457,721629,28682,377710,221839,94063,31354,18197,12257,114245,79158,35087,36530,2312758,5928596,1301,342140,3823312,8079349,414101,103793,249724,7311730,70437117,24398055,7657854,122229,607973,6927652,4303770,1325894,1993319,984557,359819,2699888,271156,9105567,78070,339590,8687908,46039062,38228809,7810253,6172220,6412486,96.25314797480597,28.770694460297992
2020:Q4,25210206,135012,1785474,278135,711198,36991,377229,250853,72901,24300,16282,12893,117637,81811,35826,33623,2543177,6763156,1401,375704,3916190,8135279,414128,109483,249767,7361901,76807048,24168040,7682658,132202,607053,6943403,4220404,1207523,2025853,987028,321100,2764601,275391,8903886,77384,127729,8698773,52639008,43920797,8718211,6242920,6405570,97.46080404960057,28.27489170296196
2021:Q1,25966919,162856,1788994,279332,745947,22385,350867,236758,60954,20318,18898,13939,121775,87045,34730,40428,2691108,7157241,1536,392883,4067059,8144508,424585,109388,197479,7413056,80226343,24401750,7827376,144023,608510,7074843,4268576,1212097,2081297,975182,323715,2806012,277142,8898929,75758,150099,8673072,55824593,46581654,9242939,6434372,6520571,98.67804070311841,28.417914142764676
2021:Q2,26873411,198049,1814887,290115,759871,36507,384405,271888,55627,18542,21903,16445,123719,88764,34955,30913,2885874,7664285,1512,420445,4248326,8014503,433124,156279,148481,7276619,84736205,24475266,7872828,131976,613503,7127349,4427057,1141020,2291666,994371,294804,2904104,253255,8723218,74130,49296,8599792,60260939,50203931,10057008,6790153,6722021,101.01356074564607,28.981264182127646
2021:Q3,27302857,165924,2003258,321779,767935,27355,395979,254007,73636,24545,24445,19346,125895,90800,35095,10344,2867443,7605228,1433,423094,4299621,8287569,450765,145588,92049,7599167,84824758,24642724,7941060,122448,616009,7202603,4480493,1076378,2384940,1019176,315090,2995336,252183,8658562,72503,124721,8461338,60182034,50053687,10128347,6972767,6831284,102.07109876455722,28.851185938090072
2021:Q4,28235967,166295,2049837,283717,811479,26733,409561,256252,79668,26556,27263,19822,149032,113222,35810,-29736,3144897,7979964,1564,444368,4414261,8383995,450243,150596,43334,7739822,89824590,25012923,7931210,138243,618630,7174337,4702927,1122755,2491258,1088914,311860,3194373,249846,8622707,70876,53437,8498394,64811667,53553495,11258172,7336887,7196475,101.9511283663378,29.69934184522001
2022:Q1,28105984,187779,2025485,276224,765024,30326,373217,223769,74676,24892,26560,23320,150539,115813,34726,-63893,2946674,7529696,1937,415127,4554232,8913617,453776,146984,16738,8296119,87640186,26043905,8032261,188731,622810,7220720,5005534,1270606,2609095,1125834,320485,3318501,308557,9058567,70168,279680,8708719,61596281,50883774,10712507,7019856,7695490,91.22039491643845,31.204904672404542
2022:Q2,27000052,164326,1899133,259516,738626,25187,399815,247126,80177,26726,26662,19124,162437,127453,34984,-39859,2429344,6373386,1781,360696,4739248,9486416,465933,156410,2163,8861911,78096341,27029238,7996515,188120,626012,7182383,5240356,1392599,2665810,1181947,331134,3507007,282161,9672065,69505,656890,8945670,51067103,42092358,8974745,6276643,8035697,78.10950625643342,32.081061183636365
2022:Q3,26966756,169005,1851429,295861,725046,25554,360711,210459,79168,26389,26523,18172,157516,122424,35092,-65026,2270125,5868183,1732,339681,4801254,10165685,481007,153580,0,9531098,76660202,27987654,8005229,198824,620296,7186109,5305416,1416812,2671040,1217563,362430,3551520,287627,10475432,69160,806363,9599909,48672548,40170458,8502090,6037412,8125824,74.29907738895822,32.20487571626766
2022:Q4,28523204,201006,1995328,301006,738031,30093,382168,216872,88981,29660,28199,18456,154429,118638,35791,-59871,2397646,6693780,1681,358455,4876777,10452675,483318,144400,0,9824957,79399379,28604729,8009396,197553,619364,7192479,5330125,1474660,2608411,1247054,381661,3595291,265597,11022659,69007,720086,10233566,50794650,41664874,9129776,6403733,8141513,78.65532336036541,32.08979116984904
2023:Q1,29267352,197481,1953257,282430,805324,32577,383480,216896,89920,29973,28739,17952,159734,125007,34727,-21006,2601056,7259532,2050,375289,4847264,10388884,494998,163914,0,9729972,83788243,28712464,8176232,206192,619592,7350448,5351976,1491420,2600640,1259915,373479,3476612,298776,11035390,67844,616279,10351266,55075779,45255659,9820120,6630894,8073640,82.13016579720961,31.772517372729492
2023:Q2,29863220,224333,1910632,398882,834765,32417,394165,210077,103416,34472,28662,17538,160441,125437,35004,-63565,2831119,7474640,1923,389817,4864060,10409591,504974,148467,0,9756150,88227264,28873501,8195383,192674,622273,7380436,5350009,1485423,2604134,1260452,368007,3492347,246651,11221103,67042,541773,10612289,59353763,48733726,10620037,7016130,8021229,87.46951371167685,31.613931070375763
2023:Q3,29690963,233039,2066248,422519,867350,32110,434247,244719,108248,36083,27381,17816,160429,125341,35088,-44773,2741513,7106580,1872,375153,4947090,10347586,515768,177600,0,9654218,86160767,29212263,8213739,203151,619169,7391419,5347667,1472609,2606758,1268301,372298,3615035,249937,11413587,66644,654773,10692170,56948504,46733435,10215069,7172179,8147490,88.02931258763819,31.57871272475472
2023:Q4,30657536,236494,2036804,411390,894814,29146,384353,202753,101812,33937,29187,16664,162537,126758,35779,-59212,3064728,7863353,1908,407399,4893405,10330417,519176,151489,0,9659752,91738109,29132904,8238569,217959,617960,7402650,5348215,1482577,2586548,1279091,366036,3558956,235666,11385461,65597,458035,10861830,62605205,51282717,11322488,7465128,8081706,92.3706984281796,31.553335984304905
2024:Q1,31546185,254238,2126221,414381,905169,28703,385553,196103,108227,36076,28901,16246,160884,126158,34726,-39135,3390074,8383327,1980,431647,4846517,10256626,529291,140730,0,9586605,97769702,29435620,8369468,232234,622871,7514363,5379708,1492514,2607062,1280131,368265,3503289,261964,11552926,65081,359936,11127909,68334082,55812810,12521272,7935986,8097063,98.01066890497609,31.50596463648761
